
date, L Income, L 2020, L 2030, L 2040, L 2050, G Fund, F Fund, C Fund, S Fund, I Fund, 
2013-01-18, 15.852600, 19.184400, 20.046300, 20.775600, 11.529800, 14.032500, 15.992600, 18.797200, 25.658100, 21.429300, 
2013-01-17, 15.848300, 19.178200, 20.037800, 20.765300, 11.524900, 14.032000, 15.975600, 18.733400, 25.597600, 21.558800, 
2013-01-16, 15.826800, 19.104200, 19.940400, 20.649200, 11.451200, 14.031400, 16.004700, 18.627900, 25.398200, 21.336700, 
2013-01-15, 15.831600, 19.124600, 19.967700, 20.682300, 11.472700, 14.030800, 16.004300, 18.622000, 25.470900, 21.459600, 
2013-01-14, 15.824200, 19.101400, 19.936400, 20.644100, 11.448900, 14.030200, 15.995000, 18.600900, 25.342100, 21.409700, 
2013-01-11, 15.825000, 19.108900, 19.946400, 20.655900, 11.456700, 14.028500, 15.984900, 18.618400, 25.331800, 21.443400, 
2013-01-10, 15.823800, 19.108100, 19.945600, 20.654900, 11.456400, 14.027900, 15.970900, 18.617200, 25.322000, 21.455800, 
2013-01-09, 15.796800, 19.016600, 19.828500, 20.518200, 11.369500, 14.027300, 15.993100, 18.476800, 25.263000, 21.126100, 
2013-01-08, 15.784600, 18.978200, 19.777600, 20.457000, 11.331300, 14.026800, 15.983400, 18.427600, 25.111000, 21.040900, 
2013-01-07, 15.793200, 19.008300, 19.816700, 20.503000, 11.360400, 14.026200, 15.976300, 18.481100, 25.149100, 21.129000, 
2013-01-04, 15.801500, 19.043900, 19.863800, 20.559100, 11.396500, 14.024500, 15.943000, 18.538500, 25.219900, 21.250300, 
2013-01-03, 15.782200, 18.979900, 19.779400, 20.458200, 11.333000, 14.023900, 15.947600, 18.449100, 25.016500, 21.084900, 
2013-01-02, 15.796600, 19.026600, 19.837800, 20.525400, 11.375600, 14.023300, 15.991900, 18.487700, 24.977400, 21.324200, 
2012-12-31, 15.720400, 18.785100, 19.523300, 20.152800, 11.144100, 14.022200, 16.010900, 18.026000, 24.337300, 20.931400, 
2012-12-28, 15.674500, 18.643500, 19.337800, 19.932400, 11.007800, 14.020700, 16.027400, 17.724700, 23.893800, 20.794700, 
2012-12-27, 15.699700, 18.721000, 19.438400, 20.050900, 11.080800, 14.020100, 16.025900, 17.921800, 24.058300, 20.841800, 
2012-12-26, 15.698300, 18.719300, 19.436800, 20.049300, 11.079900, 14.019600, 15.996900, 17.940200, 24.070500, 20.804800, 
2012-12-24, 15.707300, 18.748600, 19.477000, 20.098400, 11.109800, 14.018500, 15.987400, 18.026400, 24.246100, 20.752500, 
2012-12-21, 15.713500, 18.770800, 19.506500, 20.133700, 11.131800, 14.017000, 15.997100, 18.068300, 24.305000, 20.790800, 
2012-12-20, 15.742000, 18.867600, 19.632100, 20.281900, 11.225100, 14.016400, 15.972600, 18.238300, 24.486300, 21.036000, 
2012-12-19, 15.725800, 18.815500, 19.564300, 20.201600, 11.175000, 14.015900, 15.986500, 18.135000, 24.357900, 20.945500, 
2012-12-18, 15.729600, 18.823500, 19.574900, 20.213500, 11.180900, 14.015400, 15.944000, 18.272900, 24.366900, 20.740100, 
2012-12-17, 15.696500, 18.716000, 19.433700, 20.045300, 11.076200, 14.014900, 15.978300, 18.065300, 24.022400, 20.582700, 
2012-12-14, 15.667300, 18.626700, 19.317400, 19.907700, 10.991200, 14.013300, 16.008100, 17.853100, 23.764400, 20.523400, 
2012-12-13, 15.673400, 18.645800, 19.342400, 19.937100, 11.009100, 14.012700, 15.995200, 17.926500, 23.806400, 20.492700, 
2012-12-12, 15.687600, 18.688300, 19.398300, 20.003700, 11.049600, 14.012200, 16.006500, 18.036000, 23.949000, 20.484700, 
2012-12-11, 15.686300, 18.682400, 19.392200, 19.997900, 11.045300, 14.011700, 16.030000, 18.024300, 24.024600, 20.421000, 
2012-12-10, 15.667800, 18.620700, 19.311700, 19.902500, 10.985500, 14.011200, 16.065900, 17.906900, 23.857800, 20.303800, 
2012-12-07, 15.661100, 18.605400, 19.291500, 19.878000, 10.970900, 14.009600, 16.030500, 17.900000, 23.761000, 20.286600, 
2012-12-06, 15.656200, 18.590500, 19.272100, 19.855200, 10.956900, 14.009000, 16.052900, 17.846700, 23.720000, 20.303500, 
2012-12-05, 15.647000, 18.561200, 19.234200, 19.810600, 10.929100, 14.008500, 16.069500, 17.783400, 23.653600, 20.259100, 
2012-12-04, 15.641200, 18.547100, 19.216700, 19.790400, 10.917100, 14.008000, 16.044100, 17.749700, 23.643200, 20.254000, 
2012-12-03, 15.641300, 18.548300, 19.218300, 19.792100, 10.918100, 14.007500, 16.027100, 17.779700, 23.635200, 20.216500, 
2012-11-30, 15.646700, 18.563700, 19.239200, 19.817200, 10.932600, 14.005900, 16.032400, 17.863300, 23.699700, 20.122800, 
2012-11-29, 15.644600, 18.558400, 19.232400, 19.809200, 10.927600, 14.005400, 16.026000, 17.860700, 23.681700, 20.106600, 
2012-11-28, 15.621100, 18.479200, 19.129500, 19.686900, 10.850600, 14.004900, 16.027200, 17.781700, 23.463800, 19.841900, 
2012-11-27, 15.603500, 18.429900, 19.065100, 19.610700, 10.804700, 14.004300, 16.018200, 17.638200, 23.306700, 19.883300, 
2012-11-26, 15.611900, 18.455600, 19.098300, 19.649400, 10.828200, 14.003800, 16.007100, 17.729000, 23.346400, 19.861400, 
2012-11-23, 15.613700, 18.466000, 19.111700, 19.665000, 10.838200, 14.002200, 15.986300, 17.764600, 23.334800, 19.881300, 
2012-11-21, 15.567200, 18.317100, 18.921100, 19.441500, 10.698700, 14.001200, 15.986400, 17.533900, 23.076100, 19.486400, 
2012-11-20, 15.559200, 18.291100, 18.886600, 19.400100, 10.672800, 14.000700, 16.000400, 17.493300, 22.960000, 19.445400, 
2012-11-19, 15.557400, 18.284400, 18.877300, 19.388600, 10.665600, 14.000100, 16.021700, 17.480000, 22.904800, 19.444700, 
2012-11-16, 15.496700, 18.095900, 18.634800, 19.103900, 10.489300, 13.998600, 16.034800, 17.138900, 22.475600, 19.098000, 
2012-11-15, 15.483700, 18.058500, 18.584800, 19.043600, 10.452900, 13.998000, 16.030300, 17.054800, 22.272600, 19.123700, 
2012-11-14, 15.485800, 18.064200, 18.593700, 19.055100, 10.459500, 13.997500, 16.034300, 17.080700, 22.363300, 19.065600, 
2012-11-13, 15.529300, 18.203500, 18.775200, 19.270500, 10.593000, 13.997000, 16.039000, 17.314200, 22.775800, 19.318900, 
2012-11-09, 15.538400, 18.237300, 18.820600, 19.325300, 10.627100, 13.994900, 16.032400, 17.375600, 22.916800, 19.361800, 
2012-11-08, 15.536500, 18.234100, 18.816300, 19.320100, 10.624300, 13.994400, 16.037000, 17.345700, 22.887400, 19.413600, 
2012-11-07, 15.568200, 18.336300, 18.950200, 19.479200, 10.723000, 13.993800, 16.017000, 17.559500, 23.192800, 19.537600, 
2012-11-06, 15.625600, 18.519600, 19.189900, 19.763300, 10.898800, 13.993300, 15.966400, 17.970100, 23.724000, 19.715900, 
2012-11-05, 15.605300, 18.453200, 19.103100, 19.660400, 10.834600, 13.992800, 16.006600, 17.829500, 23.525900, 19.628800, 
2012-11-02, 15.601000, 18.449300, 19.096800, 19.651800, 10.831000, 13.991200, 15.982100, 17.788600, 23.399800, 19.762500, 
2012-11-01, 15.625300, 18.523900, 19.195900, 19.770800, 10.903700, 13.990700, 15.986400, 17.957400, 23.716100, 19.770100, 
2012-10-31, 15.593200, 18.421700, 19.061300, 19.610100, 10.804300, 13.990200, 16.006300, 17.762000, 23.343200, 19.650000, 
2012-10-26, 15.584700, 18.402900, 19.036300, 19.579600, 10.786100, 13.987600, 15.966800, 17.757300, 23.199900, 19.633800, 
2012-10-25, 15.587400, 18.418300, 19.057400, 19.605400, 10.803000, 13.987000, 15.929300, 17.770300, 23.283500, 19.692300, 
2012-10-24, 15.580000, 18.392300, 19.023800, 19.565900, 10.778000, 13.986500, 15.962500, 17.717200, 23.228300, 19.635300, 
2012-10-23, 15.584900, 18.406600, 19.043000, 19.588800, 10.791700, 13.986000, 15.964300, 17.771600, 23.285600, 19.596200, 
2012-10-22, 15.628700, 18.549400, 19.225700, 19.802600, 10.925500, 13.985500, 15.956100, 18.032200, 23.459100, 19.954100, 
2012-10-19, 15.624000, 18.534300, 19.207800, 19.782600, 10.912300, 13.983900, 15.971600, 18.023500, 23.501000, 19.846500, 
2012-10-18, 15.673000, 18.696700, 19.419200, 20.032900, 11.068900, 13.983400, 15.938400, 18.327200, 23.874600, 20.177500, 
2012-10-17, 15.676400, 18.706200, 19.432300, 20.048900, 11.078200, 13.982800, 15.942500, 18.371500, 23.937300, 20.123500, 
2012-10-16, 15.656800, 18.636000, 19.341200, 19.940900, 11.009400, 13.982300, 15.979400, 18.293900, 23.770900, 19.872500, 
2012-10-15, 15.625300, 18.533700, 19.208700, 19.784700, 10.911900, 13.981800, 16.002400, 18.108100, 23.543100, 19.659500, 
2012-10-12, 15.599900, 18.456100, 19.108900, 19.667500, 10.839100, 13.980200, 16.001800, 17.962800, 23.381800, 19.514400, 
2012-10-11, 15.608100, 18.484400, 19.147500, 19.714500, 10.868300, 13.979700, 15.989400, 18.016300, 23.544900, 19.528000, 
2012-10-10, 15.599200, 18.455600, 19.109800, 19.669200, 10.839800, 13.979200, 15.971600, 18.009700, 23.437800, 19.413900, 
2012-10-09, 15.615900, 18.512000, 19.182600, 19.754800, 10.893500, 13.978600, 15.955700, 18.120600, 23.528100, 19.539700, 
2012-10-05, 15.660800, 18.665900, 19.383400, 19.993100, 11.043200, 13.976500, 15.941400, 18.364400, 23.889500, 19.927800, 
2012-10-04, 15.654200, 18.638000, 19.348500, 19.952800, 11.016300, 13.976000, 15.970600, 18.364300, 23.907300, 19.722500, 
2012-10-03, 15.632200, 18.566000, 19.254900, 19.842200, 10.947100, 13.975500, 15.993500, 18.233400, 23.734300, 19.573100, 
2012-10-02, 15.628000, 18.558300, 19.245200, 19.831200, 10.941300, 13.975000, 15.993900, 18.163800, 23.717200, 19.667900, 
2012-10-01, 15.624200, 18.548100, 19.231500, 19.814500, 10.931300, 13.974400, 15.987200, 18.146500, 23.656900, 19.667800, 
2012-09-28, 15.610800, 18.504300, 19.176700, 19.750900, 10.891000, 13.974000, 15.975000, 18.097900, 23.652000, 19.485300, 
2012-09-27, 15.632700, 18.583900, 19.278500, 19.870600, 10.967100, 13.972500, 15.972300, 18.179400, 23.741800, 19.810800, 
2012-09-26, 15.600300, 18.477100, 19.140100, 19.706800, 10.864700, 13.972100, 15.987800, 18.004500, 23.480300, 19.567800, 
2012-09-25, 15.619500, 18.545500, 19.228600, 19.811600, 10.931100, 13.971600, 15.961000, 18.105000, 23.619100, 19.773200, 
2012-09-24, 15.648600, 18.641800, 19.355900, 19.963900, 11.025700, 13.971100, 15.941800, 18.294800, 23.975100, 19.882500, 
2012-09-21, 15.657900, 18.680500, 19.407100, 20.025300, 11.065100, 13.969700, 15.916800, 18.335600, 24.092700, 20.021400, 
2012-09-20, 15.650800, 18.656100, 19.375800, 19.988300, 11.041400, 13.969200, 15.904900, 18.337200, 24.043800, 19.887900, 
2012-09-19, 15.662200, 18.701100, 19.435100, 20.059500, 11.087300, 13.968700, 15.897200, 18.344400, 24.190500, 20.108200, 
2012-09-18, 15.652700, 18.670900, 19.396800, 20.014600, 11.059000, 13.968300, 15.876900, 18.322600, 24.153700, 19.981400, 
2012-09-17, 15.661000, 18.703000, 19.438900, 20.064900, 11.091300, 13.967800, 15.866800, 18.345600, 24.242900, 20.115100, 
2012-09-14, 15.671700, 18.745000, 19.495800, 20.134400, 11.135100, 13.966300, 15.844900, 18.402500, 24.460500, 20.196000, 
2012-09-13, 15.652600, 18.675000, 19.403400, 20.023500, 11.064600, 13.965900, 15.888100, 18.329600, 24.195000, 19.981200, 
2012-09-12, 15.602700, 18.518300, 19.202700, 19.787800, 10.918400, 13.965400, 15.867900, 18.033900, 23.919700, 19.676500, 
2012-09-11, 15.592400, 18.480400, 19.153500, 19.729400, 10.881000, 13.964900, 15.899400, 17.991100, 23.818100, 19.545100, 
2012-09-10, 15.576500, 18.426200, 19.084600, 19.648800, 10.829900, 13.964500, 15.900300, 17.934700, 23.761000, 19.329300, 
2012-09-07, 15.595100, 18.488700, 19.165000, 19.743300, 10.888800, 13.963000, 15.910100, 18.044900, 23.860400, 19.474000, 
2012-09-06, 15.572700, 18.414400, 19.070100, 19.631600, 10.818600, 13.962600, 15.897900, 17.971100, 23.721500, 19.214000, 
2012-09-05, 15.509300, 18.206700, 18.802800, 19.317000, 10.622300, 13.962100, 15.942900, 17.609300, 23.264000, 18.771800, 
2012-09-04, 15.512000, 18.215700, 18.814400, 19.330700, 10.630800, 13.961600, 15.948600, 17.623800, 23.277600, 18.793700, 
2012-08-31, 15.513900, 18.226700, 18.825200, 19.340600, 10.637900, 13.959700, 15.950700, 17.643700, 23.073200, 18.925400, 
2012-08-30, 15.495200, 18.171300, 18.754400, 19.257500, 10.586900, 13.959200, 15.911700, 17.554600, 22.958300, 18.818000, 
2012-08-29, 15.518900, 18.251600, 18.858300, 19.380100, 10.663700, 13.958700, 15.889800, 17.690200, 23.148800, 18.996700, 
2012-08-28, 15.518200, 18.250600, 18.856200, 19.377100, 10.662100, 13.958300, 15.902500, 17.671400, 23.093300, 19.047600, 
2012-08-27, 15.519700, 18.257800, 18.863800, 19.384800, 10.667500, 13.957800, 15.893000, 17.684500, 23.004800, 19.116700, 
2012-08-24, 15.516700, 18.252300, 18.857800, 19.378100, 10.663500, 13.956400, 15.871300, 17.693200, 23.015200, 19.076000, 
2012-08-23, 15.503700, 18.214300, 18.808900, 19.321000, 10.628700, 13.955900, 15.882500, 17.577300, 22.933000, 19.089300, 
2012-08-22, 15.524900, 18.285500, 18.900900, 19.429400, 10.696300, 13.955400, 15.854900, 17.720100, 23.090200, 19.215300, 
2012-08-21, 15.524400, 18.293300, 18.911900, 19.443000, 10.706300, 13.954900, 15.796700, 17.715100, 23.133500, 19.288300, 
2012-08-20, 15.521600, 18.278900, 18.894100, 19.422000, 10.691800, 13.954500, 15.787600, 17.776700, 23.137800, 19.081200, 
2012-08-17, 15.521300, 18.282500, 18.900300, 19.430400, 10.697200, 13.953000, 15.779500, 17.776900, 23.205100, 19.081800, 
2012-08-16, 15.512400, 18.255800, 18.865000, 19.388000, 10.671200, 13.952600, 15.764200, 17.743800, 23.074500, 19.045600, 
2012-08-15, 15.488100, 18.175600, 18.761200, 19.265200, 10.594500, 13.952100, 15.785100, 17.617500, 22.861500, 18.864700, 
2012-08-14, 15.487200, 18.169400, 18.750500, 19.250700, 10.585300, 13.951600, 15.836000, 17.591300, 22.695300, 18.928100, 
2012-08-13, 15.488600, 18.170000, 18.751900, 19.253100, 10.585800, 13.951100, 15.879000, 17.590600, 22.746000, 18.887800, 
2012-08-10, 15.491300, 18.181800, 18.767800, 19.272300, 10.597900, 13.949700, 15.879800, 17.609100, 22.787200, 18.912700, 
2012-08-09, 15.487200, 18.174200, 18.758400, 19.261600, 10.592100, 13.949200, 15.861000, 17.570200, 22.774600, 18.956800, 
2012-08-08, 15.482800, 18.160200, 18.739800, 19.239100, 10.578200, 13.948800, 15.863000, 17.555200, 22.701900, 18.930600, 
2012-08-07, 15.481000, 18.154800, 18.733300, 19.231900, 10.573600, 13.948300, 15.872500, 17.538800, 22.711400, 18.919700, 
2012-08-06, 15.463900, 18.095300, 18.655500, 19.139400, 10.515400, 13.947800, 15.915300, 17.449300, 22.509100, 18.786900, 
2012-08-03, 15.449400, 18.052000, 18.599800, 19.073500, 10.474700, 13.946400, 15.895700, 17.408500, 22.370100, 18.672500, 
2012-08-02, 15.385400, 17.840100, 18.327900, 18.753900, 10.275100, 13.945900, 15.950000, 17.081300, 21.897500, 18.157600, 
2012-08-01, 15.404800, 17.906000, 18.412000, 18.852100, 10.336600, 13.945400, 15.915300, 17.208900, 21.999100, 18.301400, 
2012-07-31, 15.417400, 17.945700, 18.466300, 18.918800, 10.377200, 13.944900, 15.938900, 17.256100, 22.277400, 18.321900, 
2012-07-30, 15.431100, 17.992200, 18.526700, 18.990200, 10.421700, 13.944400, 15.928000, 17.330600, 22.408100, 18.419900, 
2012-07-27, 15.428600, 17.991500, 18.528000, 18.993400, 10.424200, 13.942800, 15.884400, 17.338400, 22.496700, 18.386400, 
2012-07-26, 15.371700, 17.807200, 18.291100, 18.715000, 10.251600, 13.942300, 15.952300, 17.012900, 22.016700, 18.054500, 
2012-07-25, 15.309900, 17.607100, 18.038900, 18.421900, 10.068700, 13.941800, 15.957600, 16.735900, 21.765900, 17.461200, 
2012-07-24, 15.310300, 17.610000, 18.041800, 18.424600, 10.070700, 13.941300, 15.954900, 16.739300, 21.714500, 17.499000, 
2012-07-23, 15.335200, 17.690500, 18.146900, 18.549500, 10.147700, 13.940800, 15.938000, 16.891800, 21.999900, 17.590500, 
2012-07-20, 15.375000, 17.828900, 18.325100, 18.759800, 10.280000, 13.939200, 15.931800, 17.043300, 22.306000, 18.041600, 
2012-07-19, 15.410800, 17.950500, 18.481200, 18.943400, 10.395100, 13.938700, 15.900900, 17.216000, 22.567400, 18.372400, 
2012-07-18, 15.396200, 17.901000, 18.419700, 18.872500, 10.350000, 13.938200, 15.909100, 17.167600, 22.568900, 18.151000, 
2012-07-17, 15.378100, 17.851000, 18.355600, 18.797300, 10.304800, 13.937700, 15.879200, 17.051200, 22.433500, 18.139900, 
2012-07-16, 15.357500, 17.786200, 18.273200, 18.701200, 10.245200, 13.937200, 15.893800, 16.925700, 22.319800, 18.020300, 
2012-07-13, 15.362600, 17.808900, 18.303900, 18.738300, 10.268600, 13.935600, 15.863700, 16.965000, 22.429900, 18.056000, 
2012-07-12, 15.312100, 17.650100, 18.101300, 18.501400, 10.122100, 13.935100, 15.868800, 16.689300, 22.111300, 17.737300, 
2012-07-11, 15.332500, 17.720700, 18.190400, 18.604900, 10.187400, 13.934500, 15.857000, 16.772900, 22.173900, 17.997800, 
2012-07-10, 15.333100, 17.725100, 18.197300, 18.614200, 10.193200, 13.934000, 15.849300, 16.771000, 22.253900, 17.997800, 
2012-07-09, 15.350300, 17.778500, 18.268400, 18.699300, 10.245000, 13.933500, 15.828300, 16.908200, 22.511400, 17.965200, 
2012-07-06, 15.357900, 17.811500, 18.311300, 18.750300, 10.277800, 13.931900, 15.804600, 16.935700, 22.588700, 18.102100, 
2012-07-05, 15.386000, 17.906500, 18.434700, 18.896400, 10.369000, 13.931400, 15.774000, 17.090700, 22.862100, 18.298800, 
2012-07-03, 15.401500, 17.962200, 18.504700, 18.977400, 10.420400, 13.930400, 15.751900, 17.170900, 22.878200, 18.503400, 
2012-07-02, 15.377600, 17.882700, 18.401200, 18.854400, 10.343700, 13.929900, 15.775500, 17.060600, 22.601100, 18.331500, 
2012-06-29, 15.360100, 17.832600, 18.336700, 18.777900, 10.297200, 13.928800, 15.721400, 17.017800, 22.417300, 18.219800, 
2012-06-28, 15.275200, 17.557300, 17.986200, 18.367300, 10.042100, 13.927800, 15.757700, 16.603500, 21.803500, 17.583200, 
2012-06-27, 15.277200, 17.565700, 17.996800, 18.379300, 10.049700, 13.927300, 15.736900, 16.637700, 21.804200, 17.580600, 
2012-06-26, 15.246200, 17.468900, 17.873600, 18.235000, 9.960800, 13.926700, 15.731000, 16.485900, 21.569100, 17.390700, 
2012-06-25, 15.237100, 17.442600, 17.838800, 18.193800, 9.936000, 13.926200, 15.744800, 16.407300, 21.439400, 17.432200, 
2012-06-22, 15.279900, 17.583600, 18.020200, 18.406900, 10.067800, 13.924600, 15.703800, 16.669900, 21.812600, 17.651800, 
2012-06-21, 15.262400, 17.528100, 17.947900, 18.321400, 10.015100, 13.924100, 15.731500, 16.551300, 21.611200, 17.613500, 
2012-06-20, 15.331900, 17.754300, 18.238000, 18.662600, 10.226700, 13.923600, 15.706800, 16.925400, 22.173200, 18.060600, 
2012-06-19, 15.329200, 17.742200, 18.223700, 18.646400, 10.215500, 13.923100, 15.711800, 16.953100, 22.206900, 17.917100, 
2012-06-18, 15.293700, 17.626200, 18.074800, 18.471000, 10.106500, 13.922600, 15.728000, 16.788100, 21.887300, 17.656600, 
2012-06-15, 15.288200, 17.613200, 18.057300, 18.449600, 10.094000, 13.921000, 15.722200, 16.763500, 21.770900, 17.684900, 
2012-06-14, 15.250000, 17.494100, 17.906800, 18.274000, 9.985600, 13.920500, 15.700400, 16.592100, 21.545300, 17.399200, 
2012-06-13, 15.222500, 17.411100, 17.800900, 18.150200, 9.909900, 13.920000, 15.706400, 16.414200, 21.336500, 17.323100, 
2012-06-12, 15.242600, 17.478900, 17.889300, 18.255200, 9.974900, 13.919400, 15.674900, 16.524200, 21.598700, 17.423700, 
2012-06-11, 15.206000, 17.359700, 17.737600, 18.077600, 9.864600, 13.918900, 15.708300, 16.333500, 21.335600, 17.161500, 
2012-06-08, 15.243200, 17.483500, 17.899100, 18.269400, 9.982900, 13.917300, 15.675800, 16.541500, 21.807100, 17.327500, 
2012-06-07, 15.227000, 17.439200, 17.841100, 18.200800, 9.942200, 13.916800, 15.673200, 16.408000, 21.603200, 17.406300, 
2012-06-06, 15.226000, 17.436900, 17.840600, 18.202100, 9.942500, 13.916300, 15.668800, 16.409000, 21.734500, 17.334700, 
2012-06-05, 15.149500, 17.192500, 17.531600, 17.842000, 9.719800, 13.915800, 15.706500, 16.035100, 21.227800, 16.789900, 
2012-06-04, 15.130000, 17.130000, 17.450100, 17.745200, 9.660300, 13.915300, 15.725000, 15.943000, 20.952500, 16.707100, 
2012-06-01, 15.129600, 17.127900, 17.449100, 17.745200, 9.659500, 13.913700, 15.760000, 15.940900, 21.029800, 16.651200, 
2012-05-31, 15.201900, 17.360100, 17.747400, 18.096000, 9.875800, 13.913100, 15.714200, 16.342800, 21.712100, 17.015700, 
2012-05-30, 15.202900, 17.364500, 17.753900, 18.104100, 9.880600, 13.912500, 15.695100, 16.376900, 21.757700, 16.969700, 
2012-05-29, 15.253600, 17.537300, 17.974900, 18.363900, 10.043000, 13.911800, 15.636400, 16.610000, 22.190800, 17.414700, 
2012-05-25, 15.216200, 17.425600, 17.832900, 18.197700, 9.940900, 13.909300, 15.627300, 16.425700, 21.897200, 17.227700, 
2012-05-24, 15.221500, 17.444100, 17.856100, 18.224300, 9.957600, 13.908700, 15.620800, 16.461600, 21.905300, 17.273500, 
2012-05-23, 15.219000, 17.436100, 17.845500, 18.211800, 9.949800, 13.908100, 15.643400, 16.434900, 21.859000, 17.287400, 
2012-05-22, 15.221500, 17.455700, 17.867900, 18.236600, 9.967700, 13.907500, 15.605900, 16.406500, 21.735000, 17.540200, 
2012-05-21, 15.222800, 17.457600, 17.870900, 18.240700, 9.969600, 13.906900, 15.644200, 16.398200, 21.774500, 17.532300, 
2012-05-18, 15.171400, 17.298400, 17.666400, 17.999800, 9.821500, 13.905000, 15.654700, 16.139000, 21.265200, 17.287600, 
2012-05-17, 15.193900, 17.369600, 17.758600, 18.109000, 9.888500, 13.904400, 15.664200, 16.259000, 21.510600, 17.381900, 
2012-05-16, 15.242200, 17.527500, 17.963700, 18.352400, 10.038900, 13.903800, 15.642500, 16.505700, 22.080100, 17.638600, 
2012-05-15, 15.256000, 17.573200, 18.023200, 18.423100, 10.082700, 13.903200, 15.643900, 16.573000, 22.239200, 17.722400, 
2012-05-14, 15.281100, 17.660000, 18.132500, 18.550500, 10.163100, 13.902600, 15.644700, 16.665400, 22.326400, 18.052300, 
2012-05-11, 15.318200, 17.787600, 18.296700, 18.744200, 10.284100, 13.900700, 15.624100, 16.851000, 22.629800, 18.374800, 
2012-05-10, 15.323600, 17.806400, 18.320300, 18.771500, 10.301200, 13.900100, 15.606900, 16.906600, 22.639700, 18.391200, 
2012-05-09, 15.313100, 17.772200, 18.276900, 18.720600, 10.269300, 13.899500, 15.616100, 16.858700, 22.569500, 18.297500, 
2012-05-08, 15.333700, 17.838400, 18.360900, 18.818900, 10.330200, 13.898900, 15.629000, 16.967600, 22.671400, 18.454000, 
2012-05-07, 15.350200, 17.897800, 18.436000, 18.906600, 10.385900, 13.898300, 15.611600, 17.038200, 22.732400, 18.678100, 
2012-05-04, 15.346800, 17.890700, 18.426900, 18.895800, 10.379300, 13.896400, 15.610800, 17.031600, 22.685300, 18.673300, 
2012-05-03, 15.397400, 18.059500, 18.644000, 19.151700, 10.539300, 13.895800, 15.587500, 17.310700, 23.064400, 19.054000, 
2012-05-02, 15.417600, 18.124900, 18.731600, 19.257400, 10.604200, 13.895200, 15.580200, 17.441100, 23.414000, 19.063200, 
2012-05-01, 15.423100, 18.147300, 18.759000, 19.288800, 10.624500, 13.894600, 15.553900, 17.482800, 23.370600, 19.162900, 
2012-04-30, 15.414000, 18.121900, 18.726800, 19.251400, 10.602000, 13.893900, 15.572900, 17.384400, 23.325000, 19.206100, 
2012-04-27, 15.424600, 18.162200, 18.780900, 19.316900, 10.642800, 13.891700, 15.560700, 17.451700, 23.520200, 19.256200, 
2012-04-26, 15.411200, 18.119600, 18.725600, 19.251100, 10.601900, 13.891000, 15.548400, 17.409400, 23.372100, 19.142300, 
2012-04-25, 15.392700, 18.065500, 18.655600, 19.168300, 10.551500, 13.890300, 15.535900, 17.293000, 23.184700, 19.122200, 
2012-04-24, 15.349500, 17.928200, 18.478400, 18.958900, 10.422000, 13.889600, 15.543800, 17.056800, 22.780800, 18.895400, 
2012-04-23, 15.334300, 17.876600, 18.412800, 18.882100, 10.373400, 13.888900, 15.558200, 16.994000, 22.695600, 18.719600, 
2012-04-20, 15.367300, 17.994800, 18.565400, 19.062800, 10.487200, 13.886700, 15.539200, 17.137700, 22.982300, 19.081100, 
2012-04-19, 15.359000, 17.965700, 18.528200, 19.018800, 10.459200, 13.886000, 15.550700, 17.117100, 22.912000, 18.962600, 
2012-04-18, 15.372700, 18.011600, 18.586800, 19.087300, 10.501800, 13.885300, 15.537200, 17.218200, 22.982200, 19.036600, 
2012-04-17, 15.381600, 18.041800, 18.626600, 19.134800, 10.531200, 13.884600, 15.521500, 17.288100, 23.103000, 19.046300, 
2012-04-16, 15.334700, 17.890900, 18.433500, 18.907900, 10.390200, 13.883900, 15.540300, 17.024500, 22.762100, 18.749300, 
2012-04-13, 15.333500, 17.893500, 18.437300, 18.912600, 10.393600, 13.881700, 15.524900, 17.033200, 22.754900, 18.767500, 
2012-04-12, 15.369400, 18.013100, 18.591300, 19.094000, 10.506600, 13.881000, 15.491400, 17.248300, 23.048800, 18.993300, 
2012-04-11, 15.325300, 17.873100, 18.411100, 18.881600, 10.375200, 13.880300, 15.495000, 17.013400, 22.660000, 18.744900, 
2012-04-10, 15.297200, 17.780800, 18.291600, 18.739800, 10.286600, 13.878900, 15.518200, 16.885600, 22.363200, 18.532800, 
2012-04-09, 15.355100, 17.975500, 18.543600, 19.038400, 10.473100, 13.878200, 15.496200, 17.177900, 22.906100, 18.977400, 
2012-04-05, 15.377900, 18.058900, 18.654300, 19.170800, 10.555900, 13.876000, 15.414100, 17.374700, 23.244000, 19.024900, 
2012-04-04, 15.378400, 18.066600, 18.665100, 19.184200, 10.565100, 13.875300, 15.383200, 17.379700, 23.295500, 19.060900, 
2012-04-03, 15.420100, 18.212800, 18.854000, 19.408300, 10.706500, 13.874600, 15.363400, 17.558500, 23.649700, 19.516500, 
2012-04-02, 15.441300, 18.281600, 18.940700, 19.509700, 10.769900, 13.873900, 15.415100, 17.624400, 23.703600, 19.785400, 
2012-03-30, 15.412700, 18.191000, 18.825000, 19.373300, 10.685200, 13.872700, 15.400400, 17.492100, 23.492400, 19.571400, 
2012-03-29, 15.404900, 18.157700, 18.783400, 19.325300, 10.653200, 13.871400, 15.489300, 17.427600, 23.492800, 19.435400, 
2012-03-28, 15.410900, 18.190400, 18.825100, 19.374500, 10.686300, 13.870800, 15.415900, 17.455200, 23.519700, 19.626800, 
